row_type,tokenizer,time_window,protein_subtype,comparison,n_sequences,mean_token_entropy_bits,mean_effective_vocab_size,mean_cpg_token_fraction,mean_upa_token_fraction,js_distance
group_metric,cds_nonoverlap_k3_offset0,pre-2009,NA-H3N2,,385.0,5.6642282210712205,50.711866872965125,0.023030798788408347,0.10042771549877857,
group_metric,cds_nonoverlap_k3_offset1,2009-2014,HA-H1N1,,985.0,5.667795964280451,50.837351306563086,0.04600855772757798,0.1367735970996478,
group_metric,cds_nonoverlap_k3_offset1,2009-2014,HA-H3N2,,676.0,5.674012697448582,51.05716872740137,0.04584515700424053,0.10819387405930012,
group_metric,cds_nonoverlap_k3_offset1,2009-2014,NA-H1N1,,1053.0,5.665766152082662,50.765860079543714,0.041556736334043345,0.13822266913407721,
group_metric,cds_nonoverlap_k3_offset1,2009-2014,NA-H3N2,,791.0,5.681116561975139,51.30928422282834,0.039334006847599974,0.1244032851341706,
group_metric,cds_nonoverlap_k3_offset1,2015-2019,HA-H1N1,,749.0,5.664080817659657,50.706353930106374,0.04615812838790945,0.12931258167544948,
group_metric,cds_nonoverlap_k3_offset1,2015-2019,HA-H3N2,,507.0,5.674259166798856,51.06593447658383,0.041325996997182105,0.11421414928254632,
group_metric,cds_nonoverlap_k3_offset1,2015-2019,NA-H1N1,,809.0,5.658042229330471,50.494514102575685,0.04026199396957895,0.13826865090174809,
group_metric,cds_nonoverlap_k3_offset1,2015-2019,NA-H3N2,,597.0,5.691227289835694,51.670169712840355,0.03938917792893971,0.12381386083932876,
group_metric,cds_nonoverlap_k3_offset1,2020+,HA-H1N1,,379.0,5.666074431575145,50.776524521971446,0.04633164198313359,0.12566240051273447,
group_metric,cds_nonoverlap_k3_offset1,2020+,HA-H3N2,,279.0,5.684015140843463,51.41266603243638,0.045081209675018115,0.11410568639608921,
group_metric,cds_nonoverlap_k3_offset1,2020+,NA-H1N1,,406.0,5.651622621086547,50.270696648415736,0.03884096759266554,0.13863466282849243,
group_metric,cds_nonoverlap_k3_offset1,2020+,NA-H3N2,,288.0,5.694019026972281,51.7703088832468,0.04001390341287195,0.1246685891138786,
group_metric,cds_nonoverlap_k3_offset1,pre-2009,HA-H1N1,,235.0,5.65797878241286,50.49368254896743,0.03941066378002052,0.11462466392506251,
group_metric,cds_nonoverlap_k3_offset1,pre-2009,HA-H3N2,,526.0,5.661260514581176,50.60786347133929,0.049025523847743536,0.10116154630315662,
group_metric,cds_nonoverlap_k3_offset1,pre-2009,NA-H1N1,,309.0,5.668128869981401,50.84985136543485,0.04930390265001062,0.14055798555227153,
group_metric,cds_nonoverlap_k3_offset1,pre-2009,NA-H3N2,,385.0,5.677722979532432,51.1934057718893,0.03983023778024772,0.12972488197507018,
group_metric,cds_nonoverlap_k3_offset2,2009-2014,HA-H1N1,,985.0,5.673717564776576,51.04655763074963,0.02707254361396266,0.10238295705804171,
group_metric,cds_nonoverlap_k3_offset2,2009-2014,HA-H3N2,,676.0,5.678597368400969,51.21994337865051,0.03576332461020771,0.08181263276928191,
group_metric,cds_nonoverlap_k3_offset2,2009-2014,NA-H1N1,,1053.0,5.629196682933395,49.49525724292283,0.03787990609134501,0.09120268637856078,
group_metric,cds_nonoverlap_k3_offset2,2009-2014,NA-H3N2,,791.0,5.62387643801699,49.31387881941606,0.03738800933688828,0.09365180409559289,
